;Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Ecology_2;Ecology_3;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;Shops_2;Price
9666;9047;111;3,0;82,82436926102022;48,979860948722354;12,0;19;17,0;2006;0,093442564;B;B;23;4635;5;3300,0;2;4;B;452421,25073076994
8498;9963;69;3,0;81,1308166143597;52,01491488706654;11,0;2;14,0;2003;0,093442564;B;B;23;4635;5;3300,0;2;4;B;410366,3630273969
5350;5030;17;2,0;102,68364944610542;101,52511429190152;1,0;20;1,0;1977;0,093442564;B;B;23;4635;5;3300,0;2;4;B;573999,459148499
3210;8397;70;1,0;50,33710217441808;27,720594711473595;11,0;18;16,0;2004;0,093442564;B;B;23;4635;5;3300,0;2;4;B;337684,95983058924
6643;2305;53;1,0;34,2394609702116;23,141324340380763;6,0;4;9,0;1969;0,313924552;B;B;22;4625;11;3855,0;2;10;B;181843,4216485016
2795;11990;148;3,0;95,82969690156023;52,26192246645988;1,0;8;17,0;1977;0,313924552;B;B;22;4625;11;3855,0;2;10;B;430767,10702334595
4226;5646;53;2,0;56,03428426359294;32,076001174022515;8,0;8;12,0;1992;0,313924552;B;B;22;4625;11;3855,0;2;10;B;286621,2020923385
510;2613;138;2,0;57,26715347483897;32,64569555984214;8,0;5;12,0;1982;0,313924552;B;B;22;4625;11;3855,0;2;10;B;289152,4257645959
410;2975;138;1,0;34,34004886259607;19,540568394255732;5,0;3;8,0;1964;0,313924552;B;B;22;4625;11;3855,0;2;10;B;166731,53226430752
5762;13653;53;2,0;37,49816196533606;22,652631807831106;7,0;3;9,0;1967;0,313924552;B;B;22;4625;11;3855,0;2;10;B;190663,0849069398
2921;7723;53;2,0;53,24602467850172;25,53398230783349;6,0;18;17,0;1973;0,313924552;B;B;22;4625;11;3855,0;2;10;B;283908,614180227
9430;1826;148;1,0;31,172503559456448;21,840371808826113;5,0;5;5,0;1962;0,313924552;B;B;22;4625;11;3855,0;2;10;B;149017,21862874273
7810;11218;53;2,0;45,765215904283956;26,86341811772539;6,0;8;14,0;1976;0,313924552;B;B;22;4625;11;3855,0;2;10;B;227510,9589997448
3672;4865;148;4,0;100,14138922235948;70,96687206794185;9,0;7;7,0;1963;0,313924552;B;B;22;4625;11;3855,0;2;10;B;481666,46750414686
9124;4410;53;3,0;97,2056593706172;52,50676240512282;11,0;10;20,0;2015;0,313924552;B;B;22;4625;11;3855,0;2;10;B;260147,28181994212
2169;10781;148;2,0;42,6032683371491;32,385541348935305;5,0;4;5,0;1964;0,313924552;B;B;22;4625;11;3855,0;2;10;B;190238,63837665782
2937;16793;53;1,0;33,25897403569005;19,576423358775962;6,0;6;12,0;1972;0,313924552;B;B;22;4625;11;3855,0;2;10;B;201307,9336491289
6939;11925;148;2,0;50,75139901453945;33,10265789916381;8,0;7;12,0;1970;0,313924552;B;B;22;4625;11;3855,0;2;10;B;231212,0418328266
6326;10134;53;1,0;36,83168484924628;23,542166837474127;6,0;9;9,0;1972;0,313924552;B;B;22;4625;11;3855,0;2;10;B;185759,88191485906
4455;12224;53;1,0;37,596380701167114;23,521882605952396;5,0;2;9,0;1971;0,313924552;B;B;22;4625;11;3855,0;2;10;B;182893,69080184333
5945;9279;53;1,0;43,719815313068864;22,77957144016605;8,0;5;12,0;1990;0,313924552;B;B;22;4625;11;3855,0;2;10;B;209798,54489390922
1006;3519;148;2,0;40,09364911902533;25,950053304367962;7,0;7;9,0;1965;0,313924552;B;B;22;4625;11;3855,0;2;10;B;186137,07477540727
5004;10959;148;1,0;47,14422535617709;23,298211162237674;8,0;10;12,0;2014;0,313924552;B;B;22;4625;11;3855,0;2;10;B;231866,10335581534
3934;2064;53;1,0;36,425176299554025;20,561347752129425;5,0;7;9,0;1974;0,313924552;B;B;22;4625;11;3855,0;2;10;B;173358,47570083433
954;10837;53;1,0;40,90660343490065;22,031623967277767;8,0;2;12,0;1992;0,313924552;B;B;22;4625;11;3855,0;2;10;B;193508,0333655659
4636;9559;53;1,0;35,64547708982241;20,722647950682763;9,0;6;14,0;1974;0,313924552;B;B;22;4625;11;3855,0;2;10;B;204113,998858006
7027;13088;148;2,0;51,821089337978535;36,14541896229071;6,0;3;8,0;1965;0,313924552;B;B;22;4625;11;3855,0;2;10;B;197957,13724276004
520;4151;53;2,0;54,40200004885281;33,23489924507464;8,0;1;12,0;1982;0,313924552;B;B;22;4625;11;3855,0;2;10;B;251614,57148503273
1313;3561;53;2,0;42,357696184611825;46,52014868164095;5,0;7;9,0;1970;0,313924552;B;B;22;4625;11;3855,0;2;10;B;216373,20629186605
86;9613;148;3,0;127,48158341963554;49,69641556532558;1,0;16;1,0;2012;0,313924552;B;B;22;4625;11;3855,0;2;10;B;510700,4447348914
9934;2548;53;1,0;34,97287952663103;18,91958777599586;6,0;9;9,0;1976;0,313924552;B;B;22;4625;11;3855,0;2;10;B;177090,19907864608
9838;3246;138;1,0;34,84554789603664;21,847904535941407;5,0;5;8,0;1967;0,313924552;B;B;22;4625;11;3855,0;2;10;B;185079,07066989667
5079;5769;53;1,0;36,18640496474367;21,90968977903569;6,0;9;9,0;1975;0,313924552;B;B;22;4625;11;3855,0;2;10;B;189775,31967673165
5395;5764;53;2,0;55,752678057257995;34,37271070707854;8,0;13;12,0;1992;0,313924552;B;B;22;4625;11;3855,0;2;10;B;147119,85280451097
2438;15593;106;3,0;78,53568602749844;44,51038676475036;12,0;5;14,0;2001;0,313924552;B;B;22;4625;11;3855,0;2;10;B;351058,31136138673
8240;13934;53;3,0;62,112667256112566;36,765241689347036;6,0;8;9,0;1970;0,313924552;B;B;22;4625;11;3855,0;2;10;B;276500,91308054904
2661;11353;53;2,0;57,576030423255844;34,26468783150921;8,0;12;12,0;1984;0,313924552;B;B;22;4625;11;3855,0;2;10;B;257515,5143271809
1444;8003;148;2,0;39,02382039371991;24,473583510362936;4,0;6;9,0;1966;0,313924552;B;B;22;4625;11;3855,0;2;10;B;228808,370815354
3182;13783;53;1,0;38,105017719065344;21,73422385061377;8,0;3;12,0;1982;0,313924552;B;B;22;4625;11;3855,0;2;10;B;197515,76769628163
9140;12950;138;3,0;82,4469200665285;57,850048998093726;10,0;4;9,0;1967;0,313924552;B;B;22;4625;11;3855,0;2;10;B;331677,1299941851
2427;10719;53;2,0;45,84847575709514;31,68101209001095;5,0;3;9,0;1971;0,313924552;B;B;22;4625;11;3855,0;2;10;B;210411,34434673013
211;2306;98;1,0;30,447688159505947;20,897931693845;5,0;3;9,0;1974;0,313924552;B;B;22;4625;11;3855,0;2;10;B;155144,01923597365
9416;15445;53;3,0;77,41364294803941;44,89403856453864;12,0;4;17,0;2003;0,313924552;B;B;22;4625;11;3855,0;2;10;B;537669,791911739
5635;1684;53;2,0;40,003557677146595;19,7342935010727;7,0;2;17,0;2005;0,313924552;B;B;22;4625;11;3855,0;2;10;B;221404,05354802124
8638;10119;53;2,0;49,733324556221675;31,509385017976054;6,0;9;9,0;1972;0,313924552;B;B;22;4625;11;3855,0;2;10;B;266085,91356473434
3960;7761;106;3,0;82,48013013701481;52,1872311714552;9,0;2;9,0;1957;0,313924552;B;B;22;4625;11;3855,0;2;10;B;338792,8449211616
3973;16346;84;2,0;51,365190967594756;32,73635474545564;9,0;3;9,0;1972;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;258786,59890135226
5643;13128;84;1,0;40,56255227511965;22,62771552288321;9,0;3;16,0;1988;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;169329,05176005926
7199;11037;84;1,0;36,31949450165237;20,891538232330138;7,0;4;9,0;1986;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;153554,59923089505
7977;6240;84;2,0;51,064184248486825;31,970898930464887;8,0;8;12,0;1969;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;215864,31040999337
6827;6806;84;2,0;47,024774545792944;34,69207109363093;5,0;3;5,0;1964;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;192792,730159828
2166;7647;84;3,0;73,34999392443494;46,799918514255545;9,0;2;17,0;2005;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;311640,0619635161
3670;12492;21;2,0;48,549809009352124;27,42650318307035;6,0;8;2,0;1969;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;193754,47613539046
5895;14450;21;2,0;47,25524927715835;28,832322813711308;6,0;3;9,0;1967;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;185394,60910518843
9300;2877;84;1,0;42,59130542319754;23,271458572334648;9,0;15;16,0;1979;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;181463,25737608934
6499;225;84;2,0;49,42819850646502;31,374289874535346;9,0;14;14,0;1976;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;288452,2107492009
1750;2299;84;2,0;45,519301726293904;31,02817856943636;5,0;6;5,0;1962;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;184713,76567607306
8095;6575;84;3,0;54,76097072455554;36,92456672183987;5,0;6;5,0;1962;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;249667,0528938669
97;13671;84;3,0;63,72823655447478;38,96093513166355;6,0;9;9,0;1971;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;291058,0808994419
1043;16199;84;3,0;66,71784688807696;46,12923629443411;9,0;2;9,0;1974;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;243611,2567205842
4124;8031;84;1,0;34,53427843731599;22,155173936653643;5,0;2;5,0;1965;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;150803,6460385482
1177;8132;84;2,0;50,771801282722215;28,27712447695648;5,0;5;5,0;1972;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;173792,63752619346
9568;12449;84;3,0;83,87592962527336;48,682277383351014;12,0;14;17,0;2011;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;249096,1796459868
1952;11894;84;2,0;61,49601616369852;33,56456680713177;10,0;6;17,0;2015;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;294694,74132705765
6384;6095;84;2,0;45,20368889355305;31,01559035831089;5,0;3;5,0;1964;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;184885,67833503013
6798;16383;84;3,0;67,51234550612159;50,54720037713946;8,0;3;5,0;1964;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;85944,15822530632
4545;11242;84;3,0;71,78301914312588;47,070342128713094;8,0;2;5,0;1963;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;90223,8576839876
8115;10403;84;1,0;35,683172120775716;20,658862907765435;5,0;5;5,0;1968;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;145128,286834958
249;692;84;1,0;33,22250524274529;22,6614531781958;5,0;6;5,0;1961;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;143121,97547171748
8865;6140;21;2,0;40,392712614913016;24,56766016725133;7,0;4;9,0;1967;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;138132,42548075426
5943;4432;84;3,0;54,30475356532232;33,36995936057021;8,0;5;4,0;1953;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;230408,71026928196
1962;7966;84;2,0;44,94136298548277;34,136594048784545;5,0;2;5,0;1965;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;126701,79995070751
2610;16456;84;1,0;35,346860366820984;19,95289755240995;10,0;11;14,0;1971;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;162624,87216169786
7805;6804;84;2,0;46,523589170719795;29,82043615258845;5,0;3;9,0;1974;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;175062,6005985943
2494;6856;84;2,0;49,41911565299052;31,18170118694244;5,0;6;5,0;1966;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;200759,15503000663
4599;3424;84;3,0;66,76135850265763;40,19671166062433;7,0;13;14,0;1988;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;297365,8286224745
8417;637;84;2,0;47,658859254997225;36,04368545174976;4,0;6;5,0;1964;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;142617,02494854626
5408;15793;84;1,0;32,572513501415074;20,30272016373543;5,0;3;10,0;1974;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;176717,51163234128
7907;739;84;4,0;102,52227025853406;74,51346247276857;9,0;4;5,0;1961;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;415574,1158191548
1409;5371;84;1,0;44,275244290598714;25,308210033136568;6,0;8;12,0;1969;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;191814,83652426105
5478;10893;84;1,0;36,81956061047092;19,62209762262337;8,0;3;5,0;1963;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;147345,66822790506
7763;15621;84;1,0;34,90863180087057;22,908749929271632;7,0;7;5,0;1960;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;169001,64968347887
2998;6527;84;3,0;70,51510519052181;39,66663631753944;5,0;6;5,0;1956;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;281272,4366845185
1840;15191;84;1,0;37,26678761439353;20,70395642139615;6,0;10;9,0;1967;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;151399,11746931289
4058;2628;84;2,0;46,95307396489578;30,2804826371209;5,0;2;12,0;1967;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;173341,32956755205
7973;15070;84;1,0;35,472918589650845;23,29667804007822;8,0;2;5,0;1960;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;154431,43758931805
9970;1612;84;3,0;53,43041313593236;34,603687241633274;6,0;8;9,0;1970;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;220804,81711035894
3400;16581;84;3,0;66,48729834316508;46,3258045505582;9,0;13;12,0;1971;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;280540,0224733585
5029;8201;84;3,0;54,58717459675906;35,656107822276994;5,0;8;9,0;1968;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;218458,39621802443
4634;1541;84;3,0;69,18272242544242;48,92018255948732;9,0;8;12,0;1967;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;307709,9848415315
8013;11510;84;2,0;51,73155000358399;34,98667348472836;8,0;10;16,0;1982;0,14966637300000002;B;B;22;4789;2;4087,0;4;1;B;299622,0440548767
2153;2300;120;2,0;56,72706855145554;38,70854118008256;9,0;9;9,0;1961;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;171709,5324406237
5353;15890;161;1,0;40,633371293907544;23,54060591462207;8,0;8;17,0;2000;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;198819,511617455
8414;4566;120;2,0;41,888729265045576;30,099111633311853;5,0;4;5,0;1963;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;187117,57264323672
1174;7170;103;2,0;67,45183231244323;36,59566734495954;12,0;10;17,0;2010;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;316102,86893736344
207;3608;161;3,0;81,74963962728911;51,415228897192286;7,0;5;8,0;1964;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;383231,9608557049
7047;10922;161;2,0;59,5070747547116;36,716735618910434;10,0;13;20,0;2012;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;178115,58798826058
2130;12370;95;2,0;47,61620939616585;30,512932343993764;6,0;1;4,0;1934;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;181279,75260035388
3242;11762;120;2,0;57,300257272154816;33,496250147738536;9,0;17;17,0;1992;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;257520,3196491729
6858;6548;161;1,0;33,90117257190093;19,146710422042226;6,0;4;8,0;1963;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;214471,00275421422
8501;7275;95;4,0;99,0391614552864;71,57583871123792;11,0;2;3,0;1942;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;624156,0033813273
9218;4942;141;2,0;55,003569717860366;34,74584741760612;8,0;4;5,0;1960;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;314128,578021193
2902;14543;120;4,0;96,73098524939492;53,589222545181094;17,0;4;5,0;1918;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;376419,535841873
660;8117;103;3,0;70,50348579396076;48,60808295791049;9,0;7;12,0;1971;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;355241,84340634634
4057;10302;95;3,0;75,25598005613837;43,263972134361886;12,0;4;8,0;1942;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;509182,95751523896
2495;9579;120;3,0;82,85896938472663;43,00682610604733;10,0;17;17,0;2004;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;341421,7918425962
3169;3739;120;3,0;98,1146814766507;56,15119111141202;12,0;15;17,0;2007;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;296586,1456525213
9746;3714;120;2,0;40,353051621660136;26,655961461724523;6,0;13;12,0;1970;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;212825,42452652575
896;6036;95;1,0;46,24823787591102;30,928076795745028;0,0;5;0,0;1977;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;516315,770610522
9716;9064;120;1,0;42,46940533789724;21,4222702974248;8,0;6;16,0;1983;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;181099,20525758108
4537;15084;103;1,0;36,18492362557162;19,883247062585124;5,0;1;5,0;1969;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;145385,1860949122
6773;4438;103;2,0;40,392916494806244;25,86843217352316;7,0;3;9,0;1969;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;184626,49016789702
7534;916;120;2,0;39,94403257215901;23,03836681487682;5,0;13;12,0;1972;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;221918,95312366594
5503;13738;103;3,0;58,8847208961881;43,19574304102167;5,0;9;9,0;1988;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;295253,3094791021
7190;4578;95;2,0;49,39635705865388;29,672498518984185;7,0;6;8,0;1963;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;334440,5203854019
7770;3269;103;2,0;40,57524950466425;26,779997059033562;7,0;6;9,0;1966;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;85708,21924929209
1360;10127;103;3,0;65,48042710292503;44,20499586248472;6,0;6;9,0;1971;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;298194,50275338115
3690;8440;120;2,0;65,47038824905368;35,31819672545205;10,0;20;22,0;2014;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;147964,46911954106
2672;13290;103;3,0;67,99233584102767;46,12631376953482;7,0;16;16,0;1985;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;347550,76680882
1832;7466;141;1,0;36,067061918046996;21,460674382698592;6,0;10;9,0;1971;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;233500,34139121074
5068;1889;120;2,0;40,253019204906;22,00672627347136;6,0;7;14,0;1974;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;185075,02498784164
6447;12402;120;2,0;57,041145322667894;33,60050998335377;9,0;15;17,0;1991;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;260501,53248290185
6091;11101;95;2,0;55,58079509301076;33,10419757233028;6,0;1;4,0;1937;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;238992,10425597185
723;3004;141;3,0;67,67179348628164;45,414318319523055;7,0;4;5,0;1952;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;423796,83967481
2291;14615;120;2,0;57,84972546163474;34,84230410180419;9,0;14;17,0;1998;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;240064,61710456977
6817;12080;95;2,0;57,84965448830614;31,365387106294524;12,0;8;14,0;1987;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;72435,02402980204
1860;4265;161;2,0;53,216777876722624;32,64485885911624;53,0;7;17,0;1994;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;261125,669723942
4185;14085;120;1,0;43,11842823586947;22,801007623936833;10,0;19;22,0;2007;0,0006991189999999999;B;B;14;3369;24;4129,0;0;3;B;216961,81378551593
3615;985;66;2,0;47,010094505243366;31,837018250300442;5,0;4;5,0;1964;0,161975568;B;A;31;7010;5;4508,0;3;7;B;228337,5184307185
7354;8409;86;3,0;68,39160764348574;44,83579832472432;9,0;10;25,0;2006;0,161975568;B;A;31;7010;5;4508,0;3;7;B;460488,6708021399
8821;6729;86;2,0;57,730467232324344;33,09255535243581;7,0;9;8,0;1958;0,161975568;B;A;31;7010;5;4508,0;3;7;B;117579,39779781755
1862;228;86;2,0;61,7289891595067;37,08191624011447;9,0;7;8,0;1961;0,161975568;B;A;31;7010;5;4508,0;3;7;B;347508,6247824859
6900;10401;66;1,0;32,88613648631667;17,550561553370766;5,0;6;5,0;1965;0,161975568;B;A;31;7010;5;4508,0;3;7;B;175320,91928323114
8847;4026;66;3,0;75,31552532390492;48,96860095400911;7,0;5;5,0;1954;0,161975568;B;A;31;7010;5;4508,0;3;7;B;199227,6938712229
6888;7536;86;1,0;35,065672668171764;20,0048991128746;7,0;6;12,0;1975;0,161975568;B;A;31;7010;5;4508,0;3;7;B;155180,69909993967
199;8478;86;2,0;59,96722996245699;38,60943016919785;8,0;10;25,0;2007;0,161975568;B;A;31;7010;5;4508,0;3;7;B;161307,51198226758
4368;14234;66;2,0;50,62447502071526;29,987275669419255;7,0;3;5,0;1953;0,161975568;B;A;31;7010;5;4508,0;3;7;B;322213,2517279428
3758;608;66;3,0;80,05982633021802;54,14822078013654;8,0;5;5,0;1960;0,161975568;B;A;31;7010;5;4508,0;3;7;B;444344,8232719306
6189;5524;66;1,0;36,24864161989933;20,852488487717157;10,0;12;12,0;1970;0,161975568;B;A;31;7010;5;4508,0;3;7;B;200188,3505561427
1982;5548;86;5,0;275,6452840757745;233,94930927416888;26,0;12;37,0;2011;0,161975568;B;A;31;7010;5;4508,0;3;7;B;455264,88266648474
2966;1876;86;1,0;39,47466206652426;21,069463641772273;9,0;5;12,0;2010;0,161975568;B;A;31;7010;5;4508,0;3;7;B;177820,8230166711
1151;13584;66;2,0;45,05356772641971;31,506606390261997;5,0;2;5,0;1959;0,161975568;B;A;31;7010;5;4508,0;3;7;B;184191,10086742984
9405;150;66;1,0;29,040590158941043;17,51319988204315;7,0;6;9,0;1966;0,161975568;B;A;31;7010;5;4508,0;3;7;B;211889,9429018218
2785;13065;66;2,0;56,07125070081644;34,077837403998984;6,0;4;5,0;1954;0,161975568;B;A;31;7010;5;4508,0;3;7;B;257967,32218006192
5407;10394;66;1,0;46,185537411732994;23,946349571978416;8,0;1;5,0;1960;0,161975568;B;A;31;7010;5;4508,0;3;7;B;85840,13184506353
4735;4061;86;2,0;43,03637245743865;33,57689452407358;5,0;1;5,0;1965;0,161975568;B;A;31;7010;5;4508,0;3;7;B;184324,1035265157
1906;4585;86;3,0;65,80361320331265;42,121573303940025;8,0;2;12,0;1984;0,161975568;B;A;31;7010;5;4508,0;3;7;B;331781,84172596066
4646;4286;86;1,0;39,662670536877606;26,01406042614045;5,0;4;8,0;1959;0,161975568;B;A;31;7010;5;4508,0;3;7;B;181770,96226324808
179;11413;86;1,0;36,80582613393983;17,986014081329404;7,0;10;12,0;1974;0,161975568;B;A;31;7010;5;4508,0;3;7;B;183891,14730105453
384;12707;86;1,0;32,84651530067701;24,346956677124943;5,0;5;10,0;2012;0,161975568;B;A;31;7010;5;4508,0;3;7;B;160230,18645322698
1612;10712;86;1,0;33,612695693956645;19,284464205759754;8,0;3;9,0;1965;0,161975568;B;A;31;7010;5;4508,0;3;7;B;167656,6690561749
8766;7937;86;1,0;31,31632199980634;19,29789574871421;5,0;3;5,0;1969;0,161975568;B;A;31;7010;5;4508,0;3;7;B;197720,2081854573
7023;10165;86;2,0;53,217085564160605;33,62114391936649;7,0;15;25,0;2006;0,161975568;B;A;31;7010;5;4508,0;3;7;B;316852,1690808402
3305;15749;66;3,0;78,74785283645187;33,88575957251312;11,0;2;5,0;1955;0,161975568;B;A;31;7010;5;4508,0;3;7;B;606958,9375101448
5108;12150;86;3,0;72,60298579485821;49,63749914091825;8,0;6;5,0;1939;0,161975568;B;A;31;7010;5;4508,0;3;7;B;379841,447889656
1718;11238;66;2,0;52,232000909492456;51,19613023936768;7,0;6;5,0;1952;0,161975568;B;A;31;7010;5;4508,0;3;7;B;276313,74527308176
8099;1109;66;2,0;60,115798627076636;34,7896906971711;10,0;13;14,0;1991;0,161975568;B;A;31;7010;5;4508,0;3;7;B;317168,1291344502
8173;3432;86;2,0;43,44077807179472;31,45301492479247;5,0;1;5,0;1964;0,161975568;B;A;31;7010;5;4508,0;3;7;B;199944,8588560845
9160;793;66;1,0;33,89055193237391;20,57852052435534;5,0;3;5,0;1965;0,161975568;B;A;31;7010;5;4508,0;3;7;B;175111,80764755895
5195;10517;86;2,0;48,182223898885496;33,366358284817174;5,0;3;5,0;1963;0,161975568;B;A;31;7010;5;4508,0;3;7;B;235037,7582147104
2261;15365;86;3,0;58,414035276046064;39,45523585216085;5,0;8;9,0;1969;0,161975568;B;A;31;7010;5;4508,0;3;7;B;278126,82349321287
8041;1909;86;2,0;44,31634649546092;28,16262653730886;6,0;8;9,0;1963;0,161975568;B;A;31;7010;5;4508,0;3;7;B;226627,3124467789
1503;1243;86;5,0;108,0573980564894;82,72382536064892;8,0;3;5,0;1942;0,161975568;B;A;31;7010;5;4508,0;3;7;B;310305,07473267685
4913;14524;86;2,0;46,03803908975131;31,220972989929727;5,0;4;5,0;1963;0,161975568;B;A;31;7010;5;4508,0;3;7;B;201727,67434898872
6096;6813;86;1,0;32,24942523581407;17,686452269352213;5,0;2;5,0;1964;0,161975568;B;A;31;7010;5;4508,0;3;7;B;163942,14669440407
807;236;86;1,0;37,75397218026257;21,04212620052924;9,0;11;12,0;1974;0,161975568;B;A;31;7010;5;4508,0;3;7;B;176915,24958902274
701;6480;66;3,0;58,8671304703112;41,17713436116809;5,0;2;9,0;1974;0,161975568;B;A;31;7010;5;4508,0;3;7;B;255216,6297537615
5607;5096;66;2,0;94,51083249381664;47,022503688251135;17,0;9;11,0;2015;0,161975568;B;A;31;7010;5;4508,0;3;7;B;581926,2858563911
4524;4471;86;2,0;70,38261653084518;36,71141154516298;10,0;5;5,0;1950;0,161975568;B;A;31;7010;5;4508,0;3;7;B;379936,1388611764
9259;5082;86;3,0;73,13268987264081;47,82987148675066;8,0;14;25,0;2004;0,161975568;B;A;31;7010;5;4508,0;3;7;B;459012,1344340613
3204;1106;66;2,0;46,29737422409241;29,7018076462285;6,0;13;12,0;1972;0,161975568;B;A;31;7010;5;4508,0;3;7;B;238608,6626828097
7082;15062;86;2,0;50,65470581994165;30,36232866104105;9,0;2;12,0;1968;0,161975568;B;A;31;7010;5;4508,0;3;7;B;265361,5911725365
8490;7419;66;1,0;34,833144758376086;18,120243593212024;9,0;6;5,0;1961;0,161975568;B;A;31;7010;5;4508,0;3;7;B;92275,91003363539
9163;15713;66;3,0;78,3004259498352;43,61818441907239;7,0;4;5,0;1957;0,161975568;B;A;31;7010;5;4508,0;3;7;B;391183,502228878
8872;9855;171;3,0;79,438250225505;58,9895268987849;8,0;5;8,0;1964;0,0;B;B;30;7538;87;4702,0;5;5;B;509980,7416776974
1029;13234;157;1,0;28,145333602649625;17,650399235811264;4,0;4;5,0;1932;0,0;B;B;30;7538;87;4702,0;5;5;B;201311,77181779503
9780;3017;157;1,0;35,774842977204706;19,20093780047432;7,0;2;5,0;1961;0,0;B;B;30;7538;87;4702,0;5;5;B;231360,11874277
