HouseYear;Rooms;Square;LifeSquare;KitchenSquare
1977;2;64,71183494;54,64574107;1
1977;2;64,76244387;54,64574107;1
1977;2;64,78404382;54,64574107;0
1977;2;64,7856015;54,64574107;0
1977;2;64,78587945;63,79421598;1
1977;2;64,81803583;54,64574107;1
1977;2;64,82265363;36,48453476;0
1977;2;64,8278406;54,64574107;1
1977;2;64,84413464;54,64574107;0
1977;2;64,85406155;54,64574107;1
1977;2;64,85924155;54,64574107;62
1977;2;64,86419829;54,64574107;1
1977;2;64,87173629;54,64574107;1
1977;2;64,87205665;54,64574107;1
1977;2;64,87480944;54,64574107;0
1977;2;64,89284445;66,95313576;1
1977;2;64,89528835;62,59002256;0
1977;2;64,89622767;54,64574107;1
1977;2;64,90744492;54,64574107;1
1977;2;64,94847495;54,64574107;1
1977;2;64,95757321;65,84768944;1
1977;2;64,97791012;5,76845743;1
1977;2;64,98238285;4,479819074;1
1977;2;64,99424543;54,64574107;1
1977;2;64,99787447;54,64574107;0
1977;2;65,0059812;64,54939248;1
1977;2;65,00927913;54,64574107;1
1977;2;65,0234204;64,09485707;1
1977;2;65,02389876;54,64574107;1
1977;2;65,0304786;54,64574107;1
1977;2;65,04588246;54,64574107;1
1977;2;65,07005243;54,64574107;0
1977;2;65,08308225;63,80802419;1
1977;2;65,08889204;54,64574107;1
1977;2;65,09341123;54,64574107;1
1977;2;65,10959212;56,8495259;1
1977;2;65,13155794;54,64574107;0
1977;2;65,13501041;54,64574107;1
1977;2;65,14979092;54,64574107;1
1977;2;65,18109946;65,69535484;0
1977;2;65,19410457;54,64574107;1
1977;2;65,20497644;2,467002253;0
1977;2;65,21587081;34,67783668;12
1977;2;65,22057194;54,64574107;1
1977;2;65,22324589;54,64574107;1
1977;2;65,2245329;54,64574107;0
1977;2;65,27677773;54,64574107;0
1977;2;65,28513335;54,64574107;1
1977;2;65,29057652;54,64574107;1
1977;2;65,30818793;54,64574107;1
1977;2;65,30982969;54,64574107;1
1977;2;65,34037469;54,64574107;1
1977;2;65,34433783;61,62020126;0
1977;2;65,34460511;54,64574107;1
1977;2;65,34709961;64,31229176;1
1977;2;65,36300002;54,64574107;1
1977;2;65,37208427;54,64574107;1
1977;2;65,37315264;54,64574107;1
1977;2;65,38847516;66,59181453;1
1977;2;65,3887965;54,64574107;1
1977;2;65,40588163;54,64574107;0
1977;2;65,40697455;64,18933828;10
1977;2;65,40996542;54,64574107;1
1977;2;65,44449704;68,61422651;0
1977;2;65,47015333;54,64574107;1
1977;2;65,47864507;54,64574107;1
1977;2;65,48396925;54,64574107;0
1977;2;65,4848893;54,64574107;1
1977;2;65,48864503;54,64574107;1
1977;2;65,49015363;54,64574107;1
1977;2;65,49667437;5,58932358;1
1977;2;65,51331178;54,64574107;1
1977;2;65,51880582;36,16662194;0
1977;2;65,53692116;54,64574107;0
1977;2;65,55987486;54,64574107;1
1977;2;65,56106837;54,64574107;1
1977;2;65,5683805;1,150046376;1
1977;2;65,58216699;54,64574107;1
1977;2;65,61285311;54,64574107;1
1977;2;65,62310766;54,64574107;1
1977;2;65,63601527;54,64574107;1
1977;2;65,6371274;54,64574107;1
1977;2;65,66517172;54,64574107;1
1977;2;65,68700489;54,64574107;1
1977;2;65,7121691;54,64574107;1
1977;2;65,71581434;54,64574107;1
1977;2;65,71636194;54,64574107;1
1977;2;65,71878456;54,64574107;1
1977;2;65,72345174;66,14141866;1
1977;2;65,72942571;54,64574107;0
1977;2;65,73917898;54,64574107;1
1977;2;65,74417098;54,64574107;12
1977;2;65,77374873;66,81178918;1
1977;2;65,77608841;54,64574107;0
1977;2;65,78602114;65,149686;0
1977;2;65,81850588;54,64574107;10
1977;2;65,82220233;67,79108862;1
1977;2;65,8255977;54,64574107;1
1977;2;65,82635536;54,64574107;1
1977;2;65,83276357;54,64574107;1
1977;2;65,83295365;54,64574107;1
1977;2;65,87466724;62,89829298;1
1977;2;65,87724405;54,64574107;1
1977;2;65,88476699;54,64574107;0
1977;2;65,92662384;54,64574107;1
1977;2;65,92986465;54,64574107;1
1977;2;65,93122847;54,64574107;1
1977;2;65,93247753;54,64574107;1
1977;2;65,9424606;54,64574107;1
1977;2;65,94347323;54,64574107;1
1977;2;65,95995829;54,64574107;0
1977;2;65,98029359;54,64574107;1
1977;2;65,9823706;54,64574107;1
1977;2;66,00155534;54,64574107;0
1977;2;66,00879291;54,64574107;1
1977;2;66,01259168;3,52964622;1
1977;2;66,06788588;54,64574107;1
1977;2;66,0685202;54,64574107;1
1977;2;66,08495823;54,64574107;1
1977;2;66,09521647;54,64574107;0
1977;2;66,1311925;54,64574107;1
1977;2;66,14484073;54,64574107;1
1977;2;66,15145986;54,64574107;1
1977;2;66,16018609;54,64574107;1
1977;2;66,16366;54,64574107;1
1977;2;66,17182499;54,64574107;1
1977;2;66,20665874;54,64574107;1
1977;2;66,2096903;54,64574107;0
1977;2;66,22567155;63,37797004;1
1977;2;66,22891639;54,64574107;1
1977;2;66,2416554;54,64574107;1
1977;2;66,24383283;54,64574107;0
1977;2;66,24879058;54,64574107;1
1977;2;66,26923763;5,596314776;1
1977;2;66,271937;54,64574107;1
1977;2;66,28070877;54,64574107;1
1977;2;66,28311142;54,64574107;1
1977;2;66,29020794;54,64574107;1
1977;2;66,3281628;54,64574107;11
1977;2;66,32913983;54,64574107;1
1977;2;66,34106738;54,64574107;1
1977;2;66,34879129;62,48878549;1
1977;2;66,34989118;54,64574107;1
1977;2;66,35629563;66,41770894;10
1977;2;66,35728841;65,8745259;0
1977;2;66,38247959;54,64574107;1
1977;2;66,3972823;36,84391017;1
1977;2;66,40158985;54,64574107;1
1977;2;66,40978346;54,64574107;1
1977;2;66,42486385;54,64574107;1
1977;2;66,43730289;33,92398755;10
1977;2;66,4526484;54,64574107;0
1977;2;66,46329432;54,64574107;1
1977;2;66,48295058;54,64574107;1
1977;2;66,48615756;54,64574107;1
1977;2;66,49532427;65,73873052;1
1977;2;66,50177289;54,64574107;0
1977;2;66,50677697;54,64574107;1
1977;2;66,51536652;54,64574107;1
1977;2;66,52512734;54,64574107;1
1977;2;66,53584189;1,638082723;1
1977;2;66,54212447;3,435681838;1
1977;2;66,5476495;54,64574107;1
1977;2;66,56702632;54,64574107;1
1977;2;66,56869701;54,64574107;10
1977;2;66,56996163;66,24859994;1
1977;2;66,57374207;54,64574107;1
1977;2;66,57716253;54,64574107;1
1977;2;66,6060999;54,64574107;1
1977;2;66,61793283;31,54618419;0
1977;2;66,63624287;54,64574107;10
1977;2;66,65169858;66,79640068;1
1977;2;66,67957792;54,64574107;1
1977;2;66,68051894;54,64574107;1
1977;2;66,68112627;54,64574107;1
1977;2;66,73603855;54,64574107;0
1977;2;66,74026708;54,64574107;0
1977;2;66,74137643;54,64574107;0
1977;2;66,75840668;54,64574107;1
1977;2;66,795666;67,05165377;1
1977;2;66,79941755;54,64574107;1
1977;2;66,81310355;54,64574107;1
1977;2;66,81510409;54,64574107;1
1977;2;66,82902943;54,64574107;1
1977;2;66,8549361;1,258886389;1
1977;2;66,91550117;54,64574107;1
1977;2;66,94246938;5,948863606;1
1977;2;66,94420346;67,66071013;1
1977;2;66,94578527;54,64574107;1
1977;2;66,94991113;54,64574107;0
1977;2;66,9657691;54,64574107;1
1977;2;67,02059275;60,70457368;1
1977;2;67,02617395;54,64574107;1
1977;2;67,02996198;54,64574107;1
1977;2;67,03299414;1,139666517;1
1977;2;67,07893361;54,64574107;1
1977;2;67,08569071;54,64574107;0
1977;2;67,08737517;54,64574107;1
1977;2;67,11528061;68,71317369;0
1977;2;67,14452184;54,64574107;1
1977;2;67,15814765;54,64574107;1
1977;2;67,1682698;54,64574107;0
1977;2;67,17058663;54,64574107;1
1977;2;67,17129671;54,64574107;0
1977;2;67,17597137;54,64574107;1
1977;2;67,21419657;54,64574107;1
1977;2;67,23376032;54,64574107;1
1977;2;67,27760681;54,64574107;1
1977;2;67,2905617;54,64574107;0
1977;2;67,29086298;54,64574107;1
1977;2;67,29391145;54,64574107;1
1977;2;67,29960186;54,64574107;1
1977;2;67,31548432;54,64574107;0
1977;2;67,32750362;66,96463213;0
1977;2;67,33281829;54,64574107;1
1977;2;67,3368301;54,64574107;1
1977;2;67,34792139;54,64574107;1
1977;2;67,51052594;54,64574107;1
1977;2;67,53825902;54,64574107;1
1977;2;67,60045467;54,64574107;1
1977;2;67,61000017;54,64574107;0
1977;2;67,61581849;54,64574107;1
1977;2;67,64324008;35,25798218;13
1977;2;67,64987857;54,64574107;1
1977;2;67,69646346;54,64574107;10
1977;2;67,75612531;54,64574107;1
1977;2;67,78354903;60,63354717;1
1977;2;67,82933064;54,64574107;1
1977;2;67,83357693;54,64574107;1
1977;2;67,85660049;54,64574107;0
1977;2;67,88864429;39,82343802;1
1977;2;67,95579572;54,64574107;1
1977;2;67,96390007;54,64574107;1
1977;2;67,9722054;54,64574107;1
1977;2;67,97874389;54,64574107;1
1977;2;67,98116053;5,164390774;1
1977;2;67,98411238;54,64574107;0
1977;2;68,03265006;54,64574107;1
1977;2;68,05323253;54,64574107;1
1977;2;68,05695468;54,64574107;1
1977;2;68,10186275;54,64574107;1
1977;2;68,14255425;54,64574107;1
1977;2;68,19281279;54,64574107;1
1977;2;68,19820146;54,64574107;1
1977;2;68,2719342;5,996579154;1
1977;2;68,2931086;54,64574107;1
1977;2;68,32894615;54,64574107;1
1977;2;68,35050165;54,64574107;1
1977;2;68,40390638;54,64574107;1
1977;2;68,42591802;68,64895439;1
1977;2;68,45381427;66,91893425;0
1977;2;68,46684663;54,64574107;1
1977;2;68,49563569;3,06416372;1
1977;2;68,49995303;54,64574107;1
1977;2;68,51750785;64,5106508;1
1977;2;68,55098673;65,73423508;1
1977;2;68,55637498;54,64574107;0
1977;2;68,57810049;54,64574107;1
1977;2;68,67160796;54,64574107;1
1977;2;68,74268475;67,11641491;1
1977;2;68,75286249;69,5210678;1
1977;2;68,7671456;68,76275669;1
1977;2;68,77829383;61,81994104;1
1977;2;68,78375461;54,64574107;1
1977;2;68,91190589;61,75720154;1
1977;2;68,93585016;54,64574107;0
1977;2;68,96573877;66,22416863;1
1977;2;69,14567368;54,64574107;1
1977;2;69,30460143;65,85868907;10
1977;2;69,39981794;54,64574107;1
1977;2;69,40757447;54,64574107;1
1977;2;69,46095551;54,64574107;1
1977;2;69,46780111;65,97930811;1
1977;2;69,48649247;32,36727804;1
1977;2;69,73811615;68,77938565;0
1977;2;69,84306732;54,64574107;1
1977;2;69,93622277;54,64574107;1
1977;2;69,94328579;54,64574107;0
1977;2;69,96635914;54,64574107;0
1977;2;70,20998806;54,64574107;0
1977;2;70,29094684;70,0527304;0
1977;2;70,43695626;54,64574107;1
1977;2;70,62857306;54,64574107;1
1977;2;70,81166416;54,64574107;1
1977;2;70,86702252;54,64574107;1
1977;2;70,98212255;54,64574107;0
1977;2;70,9862296;54,64574107;1
1977;2;71,00557478;54,64574107;0
1977;2;71,12527961;54,64574107;0
1977;2;71,1396827;54,64574107;1
1977;2;71,15289896;37,87354283;11
1977;2;71,20745778;54,64574107;0
1977;2;71,25323469;54,64574107;1
1977;2;71,29534004;54,64574107;1
1977;2;71,30476321;54,64574107;1
1977;2;71,43274396;54,64574107;1
1977;2;71,56757828;54,64574107;0
1977;2;71,74786945;74,57980892;9
1977;2;71,78674025;43,24835995;13
1977;2;71,92421725;54,64574107;0
1977;2;71,92755577;54,64574107;1
1977;2;71,98533501;72,45323188;0
1977;2;72,00321613;54,64574107;0
1977;2;72,01472013;54,64574107;1
1977;2;72,0232614;49,56485223;8
1977;2;72,09946241;54,64574107;1
1977;2;72,20688126;54,64574107;0
1977;2;72,2819824;54,64574107;0
1977;2;72,29574914;54,64574107;1
1977;2;72,3939827;54,64574107;1
1977;2;72,53034591;54,64574107;1
1977;2;72,53382528;54,64574107;0
1977;2;72,6550841;54,64574107;0
1977;2;72,6748288;54,64574107;1
1977;2;72,71844595;54,64574107;1
1977;2;72,7750667;54,64574107;1
1977;2;73,13611566;54,64574107;1
1977;2;73,16633496;54,64574107;0
1977;2;73,27569698;2,861966443;1
1977;2;73,29627695;54,64574107;1
1977;2;73,29796609;54,64574107;1
1977;2;73,31497506;74,13126066;1
1977;2;73,37352932;54,64574107;0
1977;2;73,43171869;54,64574107;1
1977;2;73,48091483;54,64574107;1
1977;2;73,49009284;54,64574107;1
1977;2;73,49953249;4,760040068;1
1977;2;73,60056668;54,64574107;0
1977;2;73,6124742;54,64574107;1
1977;2;73,71507429;54,64574107;0
1977;2;73,75513294;54,64574107;1
1977;2;73,88127075;72,46645286;12
1977;2;73,91315098;54,64574107;1
1977;2;73,93590533;54,64574107;1
1977;2;74,01359875;54,64574107;0
1977;2;74,08631056;70,44499107;1
1977;2;74,21192858;74,19053331;0
1977;2;74,21321567;54,64574107;1
1977;2;74,21409001;54,64574107;1
1977;2;74,2294598;54,64574107;0
1977;2;74,27340034;5,615401143;1
1977;2;74,45705909;54,64574107;14
1977;2;74,63852814;54,64574107;1
1977;2;74,63922184;54,64574107;1
1977;2;74,74730324;1,411101125;1
1977;2;74,97837842;54,64574107;1
1977;2;75,34983956;54,64574107;1
1977;2;75,36947473;40,7491692;13
1977;2;75,45550862;54,64574107;1
1977;2;75,53983929;54,64574107;0
1977;2;75,63255557;42,18175114;14
1977;2;75,67060198;54,64574107;1
1977;2;75,99443408;3,512298771;1
1977;2;76,07697567;54,64574107;1
1977;2;76,13269844;54,64574107;20
1977;2;76,13586853;54,64574107;1
1977;2;76,16572725;54,64574107;1
1977;2;76,24871371;54,64574107;1
1977;2;76,31285055;54,64574107;0
1977;2;76,32129697;74,29410204;1
1977;2;76,32418161;54,64574107;0
1977;2;76,3702585;54,64574107;1
1977;2;76,46577579;54,64574107;0
1977;2;76,51767916;54,64574107;1
1977;2;77,3121589;54,64574107;1
1977;2;77,33027928;54,64574107;0
1977;2;77,41909005;54,64574107;1
1977;2;77,43756505;38,80484133;12
1977;2;77,47509036;54,64574107;1
1977;2;77,59556551;54,64574107;1
1977;2;77,59577253;54,64574107;0
1977;2;77,60547682;54,64574107;0
1977;2;77,69953553;54,64574107;1
1977;2;77,7332992;54,64574107;1
1977;2;77,98944799;54,64574107;0
1977;2;78,18138334;72,2751742;0
1977;2;78,41808371;78,38463132;1
1977;2;78,42275632;54,64574107;1
1977;2;78,55337464;54,64574107;0
1977;2;78,81063146;54,64574107;0
1977;2;78,88510951;54,64574107;0
1977;2;78,94618362;54,64574107;0
1977;2;79,02525021;54,64574107;10
1977;2;79,22329394;54,64574107;1
1977;2;79,22704894;54,64574107;0
1977;2;79,32987772;54,64574107;0
1977;2;79,53315504;54,64574107;0
1977;2;79,54964164;54,64574107;1
1977;2;79,56939169;80,50628444;0
1977;2;79,67036068;54,64574107;0
1977;2;79,70097427;54,64574107;1
1977;2;79,93766464;82,93159502;1
1977;2;79,96557006;54,64574107;1
1977;2;80,15608052;54,64574107;1
1977;2;80,29411464;81,4529458;0
1977;2;80,31292563;54,64574107;0
1977;2;80,3288592;54,64574107;1
1977;2;80,48450543;54,64574107;0
1977;2;80,60898627;79,43981733;0
1977;2;80,82198831;78,45806353;1
1977;2;81,0429377;46,63300112;16
1977;2;81,05304359;54,64574107;1
1977;2;81,41493624;54,64574107;1
1977;2;81,8057386;54,64574107;1
1977;2;82,46967014;54,64574107;1
1977;2;82,66791473;54,64574107;1
1977;2;85,45357832;54,64574107;1
1977;2;86,0368625;88,54196482;1
1977;2;86,40900461;84,74766266;0
1977;2;86,67084767;54,64574107;0
1977;2;86,96944086;54,64574107;1
1977;2;87,47636837;54,64574107;1
1977;2;88,23310304;54,64574107;1
1977;2;88,40729652;54,64574107;0
1977;2;90,85688069;54,64574107;0
1977;2;92,33892463;40,21973426;1
1977;2;92,35067196;54,64574107;1
1977;2;92,40000684;92,06923623;10
1977;2;92,88318039;54,64574107;1
1977;2;94,35176717;54,64574107;0
1977;2;94,77999539;54,64574107;1
1977;2;95,52606852;94,89213019;12
1977;2;99,03749272;54,64574107;1
1977;2;102,6836494;101,5251143;1
1977;2;103,6217639;54,64574107;1
1977;2;125,5905336;125,3068084;12
1977;2;170,3794944;54,64574107;1
1977;2;604,705972;54,64574107;1
1977;3;4,823679402;79,76796414;0
1977;3;39,5960765;41,83209727;0
1977;3;45,37842417;30,6518006;6
1977;3;46,50034147;52,26192247;1
1977;3;46,92365217;52,26192247;0
1977;3;47,12027486;52,26192247;0
1977;3;47,82132103;47,0150827;1
1977;3;47,93881882;52,26192247;0
1977;3;48,65248169;52,26192247;0
1977;3;48,85428813;52,26192247;1
1977;3;50,98128263;52,26192247;0
1977;3;51,99106435;4,89620192;1
1977;3;52,93653001;37,73016922;5
1977;3;52,94042298;31,44094527;5
1977;3;53,35410786;37,57487146;6
1977;3;54,03694607;52,26192247;1
1977;3;54,20870219;35,69625139;6
1977;3;55,51602822;52,26192247;0
1977;3;55,53571493;52,26192247;1
1977;3;57,11430817;52,26192247;0
1977;3;57,30005131;52,26192247;1
1977;3;57,43568261;52,26192247;1
1977;3;57,64361275;59,42507754;9
1977;3;58,45530837;41,51365438;6
1977;3;59,08589772;44,14962719;5
1977;3;59,31147065;42,11685644;6
1977;3;59,42819776;52,26192247;0
1977;3;59,97611272;40,07248474;5
1977;3;60,38897245;40,26997963;5
1977;3;61,2430257;37,57853552;8
1977;3;61,40898045;46,29396455;6
1977;3;61,57184438;44,94117552;6
1977;3;61,58837914;41,74178989;8
1977;3;61,76033416;37,22158254;5
1977;3;61,77747319;46,93347326;6
1977;3;61,81047173;45,02160261;5
1977;3;61,82342972;47,92034495;5
1977;3;62,03903789;45,32312643;5
1977;3;62,92176238;45,12273482;6
1977;3;63,07660774;40,89462578;8
1977;3;63,12678085;44,072476;6
1977;3;63,16726964;45,64705877;6
1977;3;63,54359087;47,21378327;6
1977;3;63,83767074;64,30057533;1
1977;3;64,07745224;45,61530104;6
1977;3;64,32730371;46,06367324;6
1977;3;64,41158042;45,16029578;6
1977;3;64,59055945;41,90645671;8
1977;3;64,61795144;45,52380576;6
1977;3;64,76099761;42,18717902;7
1977;3;64,79853563;44,44109634;6
1977;3;64,86981284;63,5549614;8
1977;3;64,93060141;42,38547881;8
1977;3;65,03061479;47,94866795;6
1977;3;65,49231553;39,6099174;8
1977;3;65,49753312;68,12496284;1
1977;3;65,5983259;61,33416969;1
1977;3;65,68346853;43,53332247;7
1977;3;65,98566859;65,12496342;1
1977;3;66,03304501;52,26192247;1
1977;3;66,04751257;46,35347678;6
1977;3;66,25846874;45,43725203;6
1977;3;66,63899285;41,72898307;8
1977;3;66,7761025;44,90674686;9
1977;3;66,85816256;38,98194072;8
1977;3;67,02652096;46,37549706;10
1977;3;67,27837806;47,77654899;10
1977;3;67,69786043;42,83001512;8
1977;3;67,90246629;52,26192247;1
1977;3;68,23329051;52,26192247;1
1977;3;68,44763065;46,33933421;6
1977;3;68,59319365;52,26192247;1
1977;3;68,67090758;52,26192247;1
1977;3;68,81442726;68,71666894;1
1977;3;68,93416637;52,26192247;0
1977;3;69,09351593;52,26192247;1
1977;3;69,121962;52,26192247;1
1977;3;69,42385474;39,56618234;7
1977;3;69,47678486;46,57463046;9
1977;3;70,19307114;4,090414985;1
1977;3;70,23326748;47,86818446;7
1977;3;70,2784601;69,97415426;0
1977;3;70,4340468;52,26192247;1
1977;3;70,46214916;52,26192247;0
1977;3;70,64736761;68,5011514;0
1977;3;70,74063818;52,26192247;13
1977;3;70,98596953;46,7519466;9
1977;3;71,16051033;52,26192247;0
1977;3;71,60325178;48,03364853;7
1977;3;71,73125737;48,25650081;8
1977;3;71,78210465;50,14372185;7
1977;3;71,84041191;68,29587192;9
1977;3;71,88832397;52,26192247;0
1977;3;72,00283424;52,26192247;1
1977;3;72,63964121;52,26192247;11
1977;3;72,95694262;44,77136206;9
1977;3;73,03223081;40,64688675;8
1977;3;73,04641054;52,26192247;1
1977;3;73,4683753;72,79039413;0
1977;3;73,63991802;5,565902848;1
1977;3;73,7703951;52,26192247;1
1977;3;73,93021713;52,26192247;1
1977;3;74,14809767;43,12487065;11
1977;3;74,31912214;52,26192247;1
1977;3;74,53842951;45,79068154;10
1977;3;74,72235535;74,4699646;0
1977;3;74,90776346;52,26192247;1
1977;3;74,9655459;74,6217438;0
1977;3;75,19778808;52,26192247;0
1977;3;75,37376215;46,0696179;10
1977;3;75,41760691;52,26192247;0
1977;3;75,49564279;52,26192247;0
1977;3;75,56384763;77,70323312;0
1977;3;75,77598838;39,11452054;6
1977;3;75,87805102;52,26192247;1
1977;3;75,90308898;77,05297815;1
1977;3;76,04046697;46,79164041;10
1977;3;76,13349309;52,26192247;0
1977;3;76,14091269;52,26192247;0
1977;3;76,55475105;52,26192247;0
1977;3;76,75956286;45,41609625;10
1977;3;76,76336949;52,26192247;0
1977;3;76,81576651;52,26192247;1
1977;3;76,82872023;47,22855344;8
1977;3;76,87829122;52,26192247;1
1977;3;77,02406672;52,26192247;1
1977;3;77,05875019;78,46692026;1
1977;3;77,17122935;52,26192247;0
1977;3;77,19049132;52,26192247;1
1977;3;77,32124292;52,26192247;1
1977;3;77,32977363;43,68012148;10
1977;3;77,34147741;80,61070183;1
1977;3;77,36714708;44,48142385;10
1977;3;77,42174158;52,26192247;1
1977;3;77,46638732;52,26192247;1
1977;3;77,47287308;52,26192247;1
1977;3;77,56325668;79,39710429;1
1977;3;77,59831602;52,26192247;1
1977;3;77,6736926;52,26192247;1
1977;3;77,70831987;52,26192247;1
1977;3;77,79395679;52,26192247;1
1977;3;77,847057;2,941436928;1
1977;3;77,89159562;52,26192247;1
1977;3;77,98540073;52,26192247;12
1977;3;78,0081891;52,26192247;11
1977;3;78,17075552;52,26192247;1
1977;3;78,19841556;78,28739027;1
1977;3;78,19867883;52,26192247;1
1977;3;78,31005774;79,49445703;1
1977;3;78,34537749;52,26192247;1
1977;3;78,36330924;52,26192247;0
1977;3;78,44567515;47,14675701;75
1977;3;78,49581308;52,26192247;1
1977;3;78,55714527;79,35681796;0
1977;3;78,56566367;74,6161585;1
1977;3;78,65842836;52,26192247;1
1977;3;78,68911711;52,26192247;1
1977;3;78,76793037;58,62060548;10
1977;3;78,91487654;52,26192247;1
1977;3;78,92475532;52,26192247;1
1977;3;79,00021147;52,26192247;1
1977;3;79,00188191;52,26192247;1
1977;3;79,01996724;52,26192247;0
1977;3;79,07867282;52,26192247;1
1977;3;79,08570907;52,26192247;1
1977;3;79,09376593;52,26192247;1
1977;3;79,10773822;52,26192247;1
1977;3;79,14867148;52,26192247;1
1977;3;79,15433501;52,26192247;0
1977;3;79,15715698;52,26192247;1
1977;3;79,20070679;52,26192247;1
1977;3;79,2411205;49,66568663;10
1977;3;79,25941568;52,26192247;1
1977;3;79,26616193;52,26192247;1
1977;3;79,26676021;52,26192247;10
1977;3;79,28702781;52,26192247;1
1977;3;79,33850665;52,26192247;0
1977;3;79,34795522;52,26192247;1
1977;3;79,35225562;52,26192247;1
1977;3;79,36053564;52,26192247;0
1977;3;79,47359012;52,26192247;1
1977;3;79,49027202;52,26192247;1
1977;3;79,51830351;52,26192247;0
1977;3;79,52198177;52,26192247;1
1977;3;79,55167922;52,26192247;1
1977;3;79,5766501;52,26192247;1
1977;3;79,59800795;52,26192247;0
1977;3;79,6082456;52,26192247;0
1977;3;79,64341205;52,26192247;12
1977;3;79,65043941;52,26192247;1
1977;3;79,68311413;52,26192247;1
1977;3;79,75135452;80,10194484;1
1977;3;79,75633067;52,26192247;1
1977;3;79,790762;52,26192247;1
1977;3;79,80445029;52,26192247;1
1977;3;79,88118351;52,26192247;1
1977;3;79,88915904;52,26192247;1
1977;3;79,89248553;52,26192247;1
1977;3;79,95368707;52,26192247;1
1977;3;79,96716723;2,299715543;1
1977;3;80,00674809;83,79306247;0
1977;3;80,03639232;52,26192247;0
1977;3;80,20098795;52,26192247;1
1977;3;80,20525531;52,26192247;0
1977;3;80,20786621;52,26192247;1
1977;3;80,28453951;52,26192247;10
1977;3;80,28813567;1,297030225;1
1977;3;80,28876903;81,66879744;0
1977;3;80,30789658;77,10335921;1
1977;3;80,31504728;52,26192247;1
1977;3;80,33604781;79,70751172;12
1977;3;80,37055658;52,26192247;1
1977;3;80,37296009;78,63757969;1
1977;3;80,40254937;52,26192247;0
1977;3;80,44220596;52,26192247;1
1977;3;80,44266778;78,43714583;0
1977;3;80,45162769;52,26192247;1
1977;3;80,47359377;52,26192247;1
1977;3;80,48880669;77,98773332;0
1977;3;80,48975189;44,41484659;10
1977;3;80,49853185;52,26192247;1
1977;3;80,53661318;52,26192247;1
1977;3;80,58913775;52,26192247;1
1977;3;80,64727915;52,26192247;1
1977;3;80,70145399;52,26192247;0
1977;3;80,78988549;52,26192247;0
1977;3;80,79478944;52,26192247;1
1977;3;80,79479591;52,26192247;1
1977;3;80,84385277;78,2050317;1
1977;3;80,87929619;52,26192247;1
1977;3;80,90378263;79,64168382;0
1977;3;80,95063465;52,26192247;1
1977;3;80,95731216;52,26192247;0
1977;3;81,09492212;52,26192247;0
1977;3;81,09785801;52,26192247;1
1977;3;81,10765792;52,26192247;1
1977;3;81,12641284;52,26192247;1
1977;3;81,14356024;52,26192247;1
1977;3;81,19624678;52,26192247;0
1977;3;81,20275432;52,26192247;1
1977;3;81,21759236;52,26192247;1
1977;3;81,22738911;81,65581788;0
1977;3;81,2285952;47,5876;10
1977;3;81,27701518;52,26192247;0
1977;3;81,41650386;80,0469957;1
1977;3;81,41665723;52,26192247;1
1977;3;81,42075145;52,26192247;1
1977;3;81,42399211;52,26192247;1
1977;3;81,43962209;52,26192247;1
1977;3;81,49144649;42,99930904;0
1977;3;81,52138173;52,26192247;1
1977;3;81,54846564;80,29388947;1
1977;3;81,6285837;52,26192247;1
1977;3;81,63194562;52,26192247;10
1977;3;81,65297916;52,26192247;1
1977;3;81,68716017;52,26192247;1
1977;3;81,72816146;52,26192247;1
1977;3;81,86716319;52,26192247;1
1977;3;81,86716565;81,88454797;0
1977;3;81,97184958;52,26192247;0
1977;3;81,98623618;52,26192247;1
1977;3;81,99039736;77,64979433;1
1977;3;82,03090334;78,92295596;0
1977;3;82,10740581;52,26192247;0
1977;3;82,13105852;52,26192247;1
1977;3;82,13695296;52,26192247;1
1977;3;82,14425534;52,26192247;1
1977;3;82,14733802;52,26192247;1
1977;3;82,14805883;52,26192247;1
1977;3;82,19343096;52,26192247;1
1977;3;82,24790858;80,04916269;1
1977;3;82,29579773;52,26192247;10
1977;3;82,30064765;52,26192247;1
1977;3;82,35302309;52,26192247;0
1977;3;82,37096228;52,26192247;1
1977;3;82,37436627;52,26192247;1
1977;3;82,39372561;41,57173982;0
1977;3;82,4344467;52,26192247;10
1977;3;82,51591138;45,37602404;1
1977;3;82,51959854;52,26192247;1
1977;3;82,54443303;52,26192247;1
1977;3;82,58822271;52,26192247;1
1977;3;82,63059042;52,26192247;0
1977;3;82,63832192;52,26192247;1
1977;3;82,67693253;52,26192247;0
1977;3;82,75809027;81,3922679;1
1977;3;82,80487249;80,21855511;1
1977;3;82,81565913;52,26192247;0
1977;3;82,81619698;52,26192247;0
1977;3;82,85753363;52,26192247;10
1977;3;82,8829783;3,977650157;1
1977;3;82,95048802;52,26192247;1
1977;3;82,98372192;52,26192247;1
1977;3;83,12141163;82,28810074;8
1977;3;83,18125705;81,57835225;1
1977;3;83,19560095;52,26192247;1
1977;3;83,2258536;52,26192247;1
1977;3;83,2444264;52,26192247;1
1977;3;83,26252988;4,769174429;1
1977;3;83,28962253;52,26192247;1
1977;3;83,38081092;52,26192247;1
1977;3;83,39254807;79,84779723;1
1977;3;83,40619553;52,26192247;1
1977;3;83,43393615;48,49953023;9
1977;3;83,51510281;52,26192247;0
1977;3;83,54174327;52,26192247;1
1977;3;83,59114082;52,26192247;1
